ds,holiday
2015-10-28 11:59:59,Last Wednesday
2015-11-25 11:59:59,Last Wednesday
2015-12-30 11:59:59,Last Wednesday
2016-01-27 11:59:59,Last Wednesday
2016-02-24 11:59:59,Last Wednesday
2016-03-30 11:59:59,Last Wednesday
2016-04-27 11:59:59,Last Wednesday
2016-05-25 11:59:59,Last Wednesday
2016-06-29 11:59:59,Last Wednesday
2016-07-27 11:59:59,Last Wednesday
2016-08-31 11:59:59,Last Wednesday
2016-09-28 11:59:59,Last Wednesday
2016-10-26 11:59:59,Last Wednesday
2016-11-30 11:59:59,Last Wednesday
2016-12-28 11:59:59,Last Wednesday
2017-01-25 11:59:59,Last Wednesday
2017-02-22 11:59:59,Last Wednesday
2017-03-29 11:59:59,Last Wednesday
2017-04-26 11:59:59,Last Wednesday
2017-05-31 11:59:59,Last Wednesday
2017-06-28 11:59:59,Last Wednesday
2017-07-26 11:59:59,Last Wednesday
2014-01-29 11:59:59,Last Wednesday
2014-02-26 11:59:59,Last Wednesday
2014-03-26 11:59:59,Last Wednesday
2014-04-30 11:59:59,Last Wednesday
2014-05-28 11:59:59,Last Wednesday
2014-06-25 11:59:59,Last Wednesday
2014-07-30 11:59:59,Last Wednesday
2014-08-27 11:59:59,Last Wednesday-Aug
2014-09-24 11:59:59,Last Wednesday-Sep
2014-10-29 11:59:59,Last Wednesday-Oct
2014-11-26 11:59:59,Last Wednesday-Nov
2014-12-31 11:59:59,Last Wednesday-Dec
2015-01-28 11:59:59,Last Wednesday-Jan
2015-02-25 11:59:59,Last Wednesday-Feb
2015-03-25 11:59:59,Last Wednesday-Mar
2015-04-29 11:59:59,Last Wednesday-Apr
2015-05-27 11:59:59,Last Wednesday-May
2015-06-24 11:59:59,Last Wednesday-Jun
2015-07-29 11:59:59,Last Wednesday-Jul
2015-08-26 11:59:59,Last Wednesday-Aug
2015-09-30 11:59:59,Last Wednesday-Sep
2015-10-28 11:59:59,Last Wednesday-Oct
2015-11-25 11:59:59,Last Wednesday-Nov
2015-12-30 11:59:59,Last Wednesday-Dec
2016-01-27 11:59:59,Last Wednesday-Jan
2016-02-24 11:59:59,Last Wednesday-Feb
2016-03-30 11:59:59,Last Wednesday-Mar
2016-04-27 11:59:59,Last Wednesday-Apr
2016-05-25 11:59:59,Last Wednesday-May
2016-06-29 11:59:59,Last Wednesday-Jun
2016-07-27 11:59:59,Last Wednesday-Jul
2016-08-31 11:59:59,Last Wednesday-Aug
2016-09-28 11:59:59,Last Wednesday-Sep
2016-10-26 11:59:59,Last Wednesday-Oct
2016-11-30 11:59:59,Last Wednesday-Nov
2016-12-28 11:59:59,Last Wednesday-Dec
2017-01-25 11:59:59,Last Wednesday-Jan
2017-02-22 11:59:59,Last Wednesday-Feb
2017-03-29 11:59:59,Last Wednesday-Mar
2017-04-26 11:59:59,Last Wednesday-Apr
2017-05-31 11:59:59,Last Wednesday-May
2017-06-28 11:59:59,Last Wednesday-Jun
2017-07-26 11:59:59,Last Wednesday-Jul
2014-01-29 11:59:59,Last Wednesday-Jan
2014-02-26 11:59:59,Last Wednesday-Feb
2014-03-26 11:59:59,Last Wednesday-Mar
2014-04-30 11:59:59,Last Wednesday-Apr
2014-05-28 11:59:59,Last Wednesday-May
2014-06-25 11:59:59,Last Wednesday-Jun
2014-07-30 11:59:59,Last Wednesday-Jul
2014-08-26 11:59:59,Last Tuesday
2014-09-30 11:59:59,Last Tuesday
2014-10-28 11:59:59,Last Tuesday
2014-11-25 11:59:59,Last Tuesday
2014-12-30 11:59:59,Last Tuesday
2015-01-27 11:59:59,Last Tuesday
2015-02-24 11:59:59,Last Tuesday
2015-03-31 11:59:59,Last Tuesday
2015-04-28 11:59:59,Last Tuesday
2015-05-26 11:59:59,Last Tuesday
2015-06-30 11:59:59,Last Tuesday
2015-07-28 11:59:59,Last Tuesday
2015-08-25 11:59:59,Last Tuesday
2015-09-29 11:59:59,Last Tuesday
2015-10-27 11:59:59,Last Tuesday
2015-11-24 11:59:59,Last Tuesday
2015-12-29 11:59:59,Last Tuesday
2016-01-26 11:59:59,Last Tuesday
2016-02-23 11:59:59,Last Tuesday
2016-03-29 11:59:59,Last Tuesday
2016-04-26 11:59:59,Last Tuesday
2016-05-31 11:59:59,Last Tuesday
2016-06-28 11:59:59,Last Tuesday
2016-07-26 11:59:59,Last Tuesday
2016-08-30 11:59:59,Last Tuesday
2016-09-27 11:59:59,Last Tuesday
2016-10-25 11:59:59,Last Tuesday
2016-11-29 11:59:59,Last Tuesday
2016-12-27 11:59:59,Last Tuesday
2017-01-31 11:59:59,Last Tuesday
2017-02-28 11:59:59,Last Tuesday
2017-03-28 11:59:59,Last Tuesday
2017-04-25 11:59:59,Last Tuesday
2017-05-30 11:59:59,Last Tuesday
2017-06-27 11:59:59,Last Tuesday
2017-07-25 11:59:59,Last Tuesday
2014-01-28 11:59:59,Last Tuesday
2014-02-25 11:59:59,Last Tuesday
2014-03-25 11:59:59,Last Tuesday
2014-04-29 11:59:59,Last Tuesday
2014-05-27 11:59:59,Last Tuesday
2014-06-24 11:59:59,Last Tuesday
2014-07-29 11:59:59,Last Tuesday
2014-08-26 11:59:59,Last Tuesday-Aug
2014-09-30 11:59:59,Last Tuesday-Sep
2014-10-28 11:59:59,Last Tuesday-Oct
2014-11-25 11:59:59,Last Tuesday-Nov
2014-12-30 11:59:59,Last Tuesday-Dec
2015-01-27 11:59:59,Last Tuesday-Jan
2015-02-24 11:59:59,Last Tuesday-Feb
2015-03-31 11:59:59,Last Tuesday-Mar
2015-04-28 11:59:59,Last Tuesday-Apr
2015-05-26 11:59:59,Last Tuesday-May
2015-06-30 11:59:59,Last Tuesday-Jun
2015-07-28 11:59:59,Last Tuesday-Jul
2015-08-25 11:59:59,Last Tuesday-Aug
2015-09-29 11:59:59,Last Tuesday-Sep
2015-10-27 11:59:59,Last Tuesday-Oct
2015-11-24 11:59:59,Last Tuesday-Nov
2015-12-29 11:59:59,Last Tuesday-Dec
2016-01-26 11:59:59,Last Tuesday-Jan
2016-02-23 11:59:59,Last Tuesday-Feb
2016-03-29 11:59:59,Last Tuesday-Mar
2016-04-26 11:59:59,Last Tuesday-Apr
2016-05-31 11:59:59,Last Tuesday-May
2016-06-28 11:59:59,Last Tuesday-Jun
2016-07-26 11:59:59,Last Tuesday-Jul
2016-08-30 11:59:59,Last Tuesday-Aug
2016-09-27 11:59:59,Last Tuesday-Sep
2016-10-25 11:59:59,Last Tuesday-Oct
2016-11-29 11:59:59,Last Tuesday-Nov
2016-12-27 11:59:59,Last Tuesday-Dec
2017-01-31 11:59:59,Last Tuesday-Jan
2017-02-28 11:59:59,Last Tuesday-Feb
2017-03-28 11:59:59,Last Tuesday-Mar
2017-04-25 11:59:59,Last Tuesday-Apr
2017-05-30 11:59:59,Last Tuesday-May
2017-06-27 11:59:59,Last Tuesday-Jun
2017-07-25 11:59:59,Last Tuesday-Jul
2014-01-28 11:59:59,Last Tuesday-Jan
2014-02-25 11:59:59,Last Tuesday-Feb
2014-03-25 11:59:59,Last Tuesday-Mar
2014-04-29 11:59:59,Last Tuesday-Apr
2014-05-27 11:59:59,Last Tuesday-May
2014-06-24 11:59:59,Last Tuesday-Jun
2014-07-29 11:59:59,Last Tuesday-Jul
2014-09-29 11:59:59,Last Monday
2014-10-27 11:59:59,Last Monday
2014-11-24 11:59:59,Last Monday
2014-12-29 11:59:59,Last Monday
2015-01-26 11:59:59,Last Monday
2015-02-23 11:59:59,Last Monday
2015-03-30 11:59:59,Last Monday
2015-04-27 11:59:59,Last Monday
2015-05-25 11:59:59,Last Monday
2015-06-29 11:59:59,Last Monday
2015-07-27 11:59:59,Last Monday
2015-08-31 11:59:59,Last Monday
2015-09-28 11:59:59,Last Monday
2015-10-26 11:59:59,Last Monday
2015-11-30 11:59:59,Last Monday
2015-12-28 11:59:59,Last Monday
2016-01-25 11:59:59,Last Monday
2016-02-29 11:59:59,Last Monday
2016-03-28 11:59:59,Last Monday
2016-04-25 11:59:59,Last Monday
2016-05-30 11:59:59,Last Monday
2016-06-27 11:59:59,Last Monday
2016-07-25 11:59:59,Last Monday
2016-08-29 11:59:59,Last Monday
2016-09-26 11:59:59,Last Monday
2016-10-31 11:59:59,Last Monday
2016-11-28 11:59:59,Last Monday
2016-12-26 11:59:59,Last Monday
2017-01-30 11:59:59,Last Monday
2017-02-27 11:59:59,Last Monday
2017-03-27 11:59:59,Last Monday
2017-04-24 11:59:59,Last Monday
2017-05-29 11:59:59,Last Monday
2017-06-26 11:59:59,Last Monday
2014-01-27 11:59:59,Last Monday
2014-02-24 11:59:59,Last Monday
2014-03-31 11:59:59,Last Monday
2014-04-28 11:59:59,Last Monday
2014-05-26 11:59:59,Last Monday
2014-06-30 11:59:59,Last Monday
2014-07-28 11:59:59,Last Monday
2014-08-25 11:59:59,Last Monday
2017-07-31 11:59:59,Last Monday
2014-09-29 11:59:59,Last Monday-Sep
2014-10-27 11:59:59,Last Monday-Oct
2014-11-24 11:59:59,Last Monday-Nov
2014-12-29 11:59:59,Last Monday-Dec
2015-01-26 11:59:59,Last Monday-Jan
2015-02-23 11:59:59,Last Monday-Feb
2015-03-30 11:59:59,Last Monday-Mar
2015-04-27 11:59:59,Last Monday-Apr
2015-05-25 11:59:59,Last Monday-May
2015-06-29 11:59:59,Last Monday-Jun
2015-07-27 11:59:59,Last Monday-Jul
2015-08-31 11:59:59,Last Monday-Aug
2015-09-28 11:59:59,Last Monday-Sep
2015-10-26 11:59:59,Last Monday-Oct
2015-11-30 11:59:59,Last Monday-Nov
2015-12-28 11:59:59,Last Monday-Dec
2016-01-25 11:59:59,Last Monday-Jan
2016-02-29 11:59:59,Last Monday-Feb
2016-03-28 11:59:59,Last Monday-Mar
2016-04-25 11:59:59,Last Monday-Apr
2016-05-30 11:59:59,Last Monday-May
2016-06-27 11:59:59,Last Monday-Jun
2016-07-25 11:59:59,Last Monday-Jul
2016-08-29 11:59:59,Last Monday-Aug
2016-09-26 11:59:59,Last Monday-Sep
2016-10-31 11:59:59,Last Monday-Oct
2016-11-28 11:59:59,Last Monday-Nov
2016-12-26 11:59:59,Last Monday-Dec
2017-01-30 11:59:59,Last Monday-Jan
2017-02-27 11:59:59,Last Monday-Feb
2017-03-27 11:59:59,Last Monday-Mar
2017-04-24 11:59:59,Last Monday-Apr
2017-05-29 11:59:59,Last Monday-May
2017-06-26 11:59:59,Last Monday-Jun
2014-01-27 11:59:59,Last Monday-Jan
2014-02-24 11:59:59,Last Monday-Feb
2014-03-31 11:59:59,Last Monday-Mar
2014-04-28 11:59:59,Last Monday-Apr
2014-05-26 11:59:59,Last Monday-May
2014-06-30 11:59:59,Last Monday-Jun
2014-07-28 11:59:59,Last Monday-Jul
2014-08-25 11:59:59,Last Monday-Aug
2017-07-31 11:59:59,Last Monday-Jul
2014-08-30 11:59:59,Last Saturday
2014-09-27 11:59:59,Last Saturday
2014-10-25 11:59:59,Last Saturday
2014-11-29 11:59:59,Last Saturday
2014-12-27 11:59:59,Last Saturday
2015-01-31 11:59:59,Last Saturday
2015-02-28 11:59:59,Last Saturday
2015-03-28 11:59:59,Last Saturday
2015-04-25 11:59:59,Last Saturday
2015-05-30 11:59:59,Last Saturday
2015-06-27 11:59:59,Last Saturday
2015-07-25 11:59:59,Last Saturday
2015-08-29 11:59:59,Last Saturday
2015-09-26 11:59:59,Last Saturday
2015-10-31 11:59:59,Last Saturday
2015-11-28 11:59:59,Last Saturday
2015-12-26 11:59:59,Last Saturday
2016-01-30 11:59:59,Last Saturday
2016-02-27 11:59:59,Last Saturday
2016-03-26 11:59:59,Last Saturday
2016-04-30 11:59:59,Last Saturday
2016-05-28 11:59:59,Last Saturday
2016-06-25 11:59:59,Last Saturday
2016-07-30 11:59:59,Last Saturday
2016-08-27 11:59:59,Last Saturday
2016-09-24 11:59:59,Last Saturday
2016-10-29 11:59:59,Last Saturday
2016-11-26 11:59:59,Last Saturday
2016-12-31 11:59:59,Last Saturday
2017-01-28 11:59:59,Last Saturday
2017-02-25 11:59:59,Last Saturday
2017-03-25 11:59:59,Last Saturday
2017-04-29 11:59:59,Last Saturday
2017-05-27 11:59:59,Last Saturday
2017-06-24 11:59:59,Last Saturday
2017-07-29 11:59:59,Last Saturday
2014-01-25 11:59:59,Last Saturday
2014-02-22 11:59:59,Last Saturday
2014-03-29 11:59:59,Last Saturday
2014-04-26 11:59:59,Last Saturday
2014-05-31 11:59:59,Last Saturday
2014-06-28 11:59:59,Last Saturday
2014-07-26 11:59:59,Last Saturday
2014-08-30 11:59:59,Last Saturday-Aug
2014-09-27 11:59:59,Last Saturday-Sep
2014-10-25 11:59:59,Last Saturday-Oct
2014-11-29 11:59:59,Last Saturday-Nov
2014-12-27 11:59:59,Last Saturday-Dec
2015-01-31 11:59:59,Last Saturday-Jan
2015-02-28 11:59:59,Last Saturday-Feb
2015-03-28 11:59:59,Last Saturday-Mar
2015-04-25 11:59:59,Last Saturday-Apr
2015-05-30 11:59:59,Last Saturday-May
2015-06-27 11:59:59,Last Saturday-Jun
2015-07-25 11:59:59,Last Saturday-Jul
2015-08-29 11:59:59,Last Saturday-Aug
2015-09-26 11:59:59,Last Saturday-Sep
2015-10-31 11:59:59,Last Saturday-Oct
2015-11-28 11:59:59,Last Saturday-Nov
2015-12-26 11:59:59,Last Saturday-Dec
2016-01-30 11:59:59,Last Saturday-Jan
2016-02-27 11:59:59,Last Saturday-Feb
2016-03-26 11:59:59,Last Saturday-Mar
2016-04-30 11:59:59,Last Saturday-Apr
2016-05-28 11:59:59,Last Saturday-May
2016-06-25 11:59:59,Last Saturday-Jun
2016-07-30 11:59:59,Last Saturday-Jul
2016-08-27 11:59:59,Last Saturday-Aug
2016-09-24 11:59:59,Last Saturday-Sep
2016-10-29 11:59:59,Last Saturday-Oct
2016-11-26 11:59:59,Last Saturday-Nov
2016-12-31 11:59:59,Last Saturday-Dec
2017-01-28 11:59:59,Last Saturday-Jan
2017-02-25 11:59:59,Last Saturday-Feb
2017-03-25 11:59:59,Last Saturday-Mar
2017-04-29 11:59:59,Last Saturday-Apr
2017-05-27 11:59:59,Last Saturday-May
2017-06-24 11:59:59,Last Saturday-Jun
2017-07-29 11:59:59,Last Saturday-Jul
2014-01-25 11:59:59,Last Saturday-Jan
2014-02-22 11:59:59,Last Saturday-Feb
2014-03-29 11:59:59,Last Saturday-Mar
2014-04-26 11:59:59,Last Saturday-Apr
2014-05-31 11:59:59,Last Saturday-May
2014-06-28 11:59:59,Last Saturday-Jun
2014-07-26 11:59:59,Last Saturday-Jul
2014-08-31 11:59:59,Last Sunday
2014-09-28 11:59:59,Last Sunday
2014-10-26 11:59:59,Last Sunday
2014-11-30 11:59:59,Last Sunday
2014-12-28 11:59:59,Last Sunday
2015-01-25 11:59:59,Last Sunday
2015-02-22 11:59:59,Last Sunday
2015-03-29 11:59:59,Last Sunday
2015-04-26 11:59:59,Last Sunday
2015-05-31 11:59:59,Last Sunday
2015-06-28 11:59:59,Last Sunday
2015-07-26 11:59:59,Last Sunday
2015-08-30 11:59:59,Last Sunday
2015-09-27 11:59:59,Last Sunday
2015-10-25 11:59:59,Last Sunday
2015-11-29 11:59:59,Last Sunday
2015-12-27 11:59:59,Last Sunday
2016-01-31 11:59:59,Last Sunday
2016-02-28 11:59:59,Last Sunday
2016-03-27 11:59:59,Last Sunday
2016-04-24 11:59:59,Last Sunday
2016-05-29 11:59:59,Last Sunday
2016-06-26 11:59:59,Last Sunday
2016-07-31 11:59:59,Last Sunday
2016-08-28 11:59:59,Last Sunday
2016-09-25 11:59:59,Last Sunday
2016-10-30 11:59:59,Last Sunday
2016-11-27 11:59:59,Last Sunday
2016-12-25 11:59:59,Last Sunday
2017-01-29 11:59:59,Last Sunday
2017-02-26 11:59:59,Last Sunday
2017-03-26 11:59:59,Last Sunday
2017-04-30 11:59:59,Last Sunday
2017-05-28 11:59:59,Last Sunday
2017-06-25 11:59:59,Last Sunday
2017-07-30 11:59:59,Last Sunday
2014-01-26 11:59:59,Last Sunday
2014-02-23 11:59:59,Last Sunday
2014-03-30 11:59:59,Last Sunday
2014-04-27 11:59:59,Last Sunday
2014-05-25 11:59:59,Last Sunday
2014-06-29 11:59:59,Last Sunday
2014-07-27 11:59:59,Last Sunday
2014-08-31 11:59:59,Last Sunday-Aug
2014-09-28 11:59:59,Last Sunday-Sep
2014-10-26 11:59:59,Last Sunday-Oct
2014-11-30 11:59:59,Last Sunday-Nov
2014-12-28 11:59:59,Last Sunday-Dec
2015-01-25 11:59:59,Last Sunday-Jan
2015-02-22 11:59:59,Last Sunday-Feb
2015-03-29 11:59:59,Last Sunday-Mar
2015-04-26 11:59:59,Last Sunday-Apr
2015-05-31 11:59:59,Last Sunday-May
2015-06-28 11:59:59,Last Sunday-Jun
2015-07-26 11:59:59,Last Sunday-Jul
2015-08-30 11:59:59,Last Sunday-Aug
2015-09-27 11:59:59,Last Sunday-Sep
2015-10-25 11:59:59,Last Sunday-Oct
2015-11-29 11:59:59,Last Sunday-Nov
2015-12-27 11:59:59,Last Sunday-Dec
2016-01-31 11:59:59,Last Sunday-Jan
2016-02-28 11:59:59,Last Sunday-Feb
2016-03-27 11:59:59,Last Sunday-Mar
2016-04-24 11:59:59,Last Sunday-Apr
2016-05-29 11:59:59,Last Sunday-May
2016-06-26 11:59:59,Last Sunday-Jun
2016-07-31 11:59:59,Last Sunday-Jul
2016-08-28 11:59:59,Last Sunday-Aug
2016-09-25 11:59:59,Last Sunday-Sep
2016-10-30 11:59:59,Last Sunday-Oct
2016-11-27 11:59:59,Last Sunday-Nov
2016-12-25 11:59:59,Last Sunday-Dec
2017-01-29 11:59:59,Last Sunday-Jan
2017-02-26 11:59:59,Last Sunday-Feb
2017-03-26 11:59:59,Last Sunday-Mar
2017-04-30 11:59:59,Last Sunday-Apr
2017-05-28 11:59:59,Last Sunday-May
2017-06-25 11:59:59,Last Sunday-Jun
2017-07-30 11:59:59,Last Sunday-Jul
2014-01-26 11:59:59,Last Sunday-Jan
2014-02-23 11:59:59,Last Sunday-Feb
2014-03-30 11:59:59,Last Sunday-Mar
2014-04-27 11:59:59,Last Sunday-Apr
2014-05-25 11:59:59,Last Sunday-May
2014-06-29 11:59:59,Last Sunday-Jun
2014-07-27 11:59:59,Last Sunday-Jul
2014-09-08 11:59:59,Mid Monday
2014-09-15 11:59:59,Mid Monday
2014-09-22 11:59:59,Mid Monday
2014-10-13 11:59:59,Mid Monday
2014-10-20 11:59:59,Mid Monday
2014-11-10 11:59:59,Mid Monday
2014-11-17 11:59:59,Mid Monday
2014-12-08 11:59:59,Mid Monday
2014-12-15 11:59:59,Mid Monday
2014-12-22 11:59:59,Mid Monday
2015-01-12 11:59:59,Mid Monday
2015-01-19 11:59:59,Mid Monday
2015-02-09 11:59:59,Mid Monday
2015-02-16 11:59:59,Mid Monday
2015-03-09 11:59:59,Mid Monday
2015-03-16 11:59:59,Mid Monday
2015-03-23 11:59:59,Mid Monday
2015-04-13 11:59:59,Mid Monday
2015-04-20 11:59:59,Mid Monday
2015-05-11 11:59:59,Mid Monday
2015-05-18 11:59:59,Mid Monday
2015-06-08 11:59:59,Mid Monday
2015-06-15 11:59:59,Mid Monday
2015-06-22 11:59:59,Mid Monday
2015-07-13 11:59:59,Mid Monday
2015-07-20 11:59:59,Mid Monday
2015-08-10 11:59:59,Mid Monday
2015-08-17 11:59:59,Mid Monday
2015-08-24 11:59:59,Mid Monday
2015-09-14 11:59:59,Mid Monday
2015-09-21 11:59:59,Mid Monday
2015-10-12 11:59:59,Mid Monday
2015-10-19 11:59:59,Mid Monday
2015-11-09 11:59:59,Mid Monday
2015-11-16 11:59:59,Mid Monday
2015-11-23 11:59:59,Mid Monday
2015-12-14 11:59:59,Mid Monday
2015-12-21 11:59:59,Mid Monday
2016-01-11 11:59:59,Mid Monday
2016-01-18 11:59:59,Mid Monday
2016-02-08 11:59:59,Mid Monday
2016-02-15 11:59:59,Mid Monday
2016-02-22 11:59:59,Mid Monday
2016-03-14 11:59:59,Mid Monday
2016-03-21 11:59:59,Mid Monday
2016-04-11 11:59:59,Mid Monday
2016-04-18 11:59:59,Mid Monday
2016-05-09 11:59:59,Mid Monday
2016-05-16 11:59:59,Mid Monday
2016-05-23 11:59:59,Mid Monday
2016-06-13 11:59:59,Mid Monday
2016-06-20 11:59:59,Mid Monday
2016-07-11 11:59:59,Mid Monday
2016-07-18 11:59:59,Mid Monday
2016-08-08 11:59:59,Mid Monday
2016-08-15 11:59:59,Mid Monday
2016-08-22 11:59:59,Mid Monday
2016-09-12 11:59:59,Mid Monday
2016-09-19 11:59:59,Mid Monday
2016-10-10 11:59:59,Mid Monday
2016-10-17 11:59:59,Mid Monday
2016-10-24 11:59:59,Mid Monday
2016-11-14 11:59:59,Mid Monday
2016-11-21 11:59:59,Mid Monday
2016-12-12 11:59:59,Mid Monday
2016-12-19 11:59:59,Mid Monday
2017-01-09 11:59:59,Mid Monday
2017-01-16 11:59:59,Mid Monday
2017-01-23 11:59:59,Mid Monday
2017-02-13 11:59:59,Mid Monday
2017-02-20 11:59:59,Mid Monday
2017-03-13 11:59:59,Mid Monday
2017-03-20 11:59:59,Mid Monday
2017-04-10 11:59:59,Mid Monday
2017-04-17 11:59:59,Mid Monday
2017-05-08 11:59:59,Mid Monday
2017-05-15 11:59:59,Mid Monday
2017-05-22 11:59:59,Mid Monday
2017-06-05 11:59:59,Mid Monday
2017-06-12 11:59:59,Mid Monday
2017-06-19 11:59:59,Mid Monday
2017-07-03 11:59:59,Mid Monday
2017-07-10 11:59:59,Mid Monday
2017-07-17 11:59:59,Mid Monday
2017-07-24 11:59:59,Mid Monday
2014-01-20 11:59:59,Mid Monday
2014-02-10 11:59:59,Mid Monday
2014-02-17 11:59:59,Mid Monday
2014-03-10 11:59:59,Mid Monday
2014-03-17 11:59:59,Mid Monday
2014-03-24 11:59:59,Mid Monday
2014-04-14 11:59:59,Mid Monday
2014-04-21 11:59:59,Mid Monday
2014-05-12 11:59:59,Mid Monday
2014-05-19 11:59:59,Mid Monday
2014-06-09 11:59:59,Mid Monday
2014-06-16 11:59:59,Mid Monday
2014-06-23 11:59:59,Mid Monday
2014-07-14 11:59:59,Mid Monday
2014-07-21 11:59:59,Mid Monday
2014-08-11 11:59:59,Mid Monday
2014-08-18 11:59:59,Mid Monday
2014-01-13 11:59:59,Mid Monday
2014-09-08 11:59:59,Mid Monday-Sep
2014-09-15 11:59:59,Mid Monday-Sep
2014-09-22 11:59:59,Mid Monday-Sep
2014-10-13 11:59:59,Mid Monday-Oct
2014-10-20 11:59:59,Mid Monday-Oct
2014-11-10 11:59:59,Mid Monday-Nov
2014-11-17 11:59:59,Mid Monday-Nov
2014-12-08 11:59:59,Mid Monday-Dec
2014-12-15 11:59:59,Mid Monday-Dec
2014-12-22 11:59:59,Mid Monday-Dec
2015-01-12 11:59:59,Mid Monday-Jan
2015-01-19 11:59:59,Mid Monday-Jan
2015-02-09 11:59:59,Mid Monday-Feb
2015-02-16 11:59:59,Mid Monday-Feb
2015-03-09 11:59:59,Mid Monday-Mar
2015-03-16 11:59:59,Mid Monday-Mar
2015-03-23 11:59:59,Mid Monday-Mar
2015-04-13 11:59:59,Mid Monday-Apr
2015-04-20 11:59:59,Mid Monday-Apr
2015-05-11 11:59:59,Mid Monday-May
2015-05-18 11:59:59,Mid Monday-May
2015-06-08 11:59:59,Mid Monday-Jun
2015-06-15 11:59:59,Mid Monday-Jun
2015-06-22 11:59:59,Mid Monday-Jun
2015-07-13 11:59:59,Mid Monday-Jul
2015-07-20 11:59:59,Mid Monday-Jul
2015-08-10 11:59:59,Mid Monday-Aug
2015-08-17 11:59:59,Mid Monday-Aug
2015-08-24 11:59:59,Mid Monday-Aug
2015-09-14 11:59:59,Mid Monday-Sep
2015-09-21 11:59:59,Mid Monday-Sep
2015-10-12 11:59:59,Mid Monday-Oct
2015-10-19 11:59:59,Mid Monday-Oct
2015-11-09 11:59:59,Mid Monday-Nov
2015-11-16 11:59:59,Mid Monday-Nov
2015-11-23 11:59:59,Mid Monday-Nov
2015-12-14 11:59:59,Mid Monday-Dec
2015-12-21 11:59:59,Mid Monday-Dec
2016-01-11 11:59:59,Mid Monday-Jan
2016-01-18 11:59:59,Mid Monday-Jan
2016-02-08 11:59:59,Mid Monday-Feb
2016-02-15 11:59:59,Mid Monday-Feb
2016-02-22 11:59:59,Mid Monday-Feb
2016-03-14 11:59:59,Mid Monday-Mar
2016-03-21 11:59:59,Mid Monday-Mar
2016-04-11 11:59:59,Mid Monday-Apr
2016-04-18 11:59:59,Mid Monday-Apr
2016-05-09 11:59:59,Mid Monday-May
2016-05-16 11:59:59,Mid Monday-May
2016-05-23 11:59:59,Mid Monday-May
2016-06-13 11:59:59,Mid Monday-Jun
2016-06-20 11:59:59,Mid Monday-Jun
2016-07-11 11:59:59,Mid Monday-Jul
2016-07-18 11:59:59,Mid Monday-Jul
2016-08-08 11:59:59,Mid Monday-Aug
2016-08-15 11:59:59,Mid Monday-Aug
2016-08-22 11:59:59,Mid Monday-Aug
2016-09-12 11:59:59,Mid Monday-Sep
2016-09-19 11:59:59,Mid Monday-Sep
2016-10-10 11:59:59,Mid Monday-Oct
2016-10-17 11:59:59,Mid Monday-Oct
2016-10-24 11:59:59,Mid Monday-Oct
